"Step","cql_random_seed_40_20250507212532 - environment","cql_random_seed_40_20250507212532 - environment__MIN","cql_random_seed_40_20250507212532 - environment__MAX","iql_random_seed_40_20250507212532 - environment","iql_random_seed_40_20250507212532 - environment__MIN","iql_random_seed_40_20250507212532 - environment__MAX","bc_random_seed_40_20250507212528 - environment","bc_random_seed_40_20250507212528 - environment__MIN","bc_random_seed_40_20250507212528 - environment__MAX","iql_optimal_seed_40_20250507212523 - environment","iql_optimal_seed_40_20250507212523 - environment__MIN","iql_optimal_seed_40_20250507212523 - environment__MAX","cql_optimal_seed_40_20250507212524 - environment","cql_optimal_seed_40_20250507212524 - environment__MIN","cql_optimal_seed_40_20250507212524 - environment__MAX","bc_optimal_seed_40_20250507212522 - environment","bc_optimal_seed_40_20250507212522 - environment__MIN","bc_optimal_seed_40_20250507212522 - environment__MAX","cql_bau_seed_40_20250507212520 - environment","cql_bau_seed_40_20250507212520 - environment__MIN","cql_bau_seed_40_20250507212520 - environment__MAX","iql_bau_seed_40_20250507212517 - environment","iql_bau_seed_40_20250507212517 - environment__MIN","iql_bau_seed_40_20250507212517 - environment__MAX","bc_bau_seed_40_20250507212515 - environment","bc_bau_seed_40_20250507212515 - environment__MIN","bc_bau_seed_40_20250507212515 - environment__MAX","cql_random_seed_20_20250507210303 - environment","cql_random_seed_20_20250507210303 - environment__MIN","cql_random_seed_20_20250507210303 - environment__MAX","iql_random_seed_20_20250507210302 - environment","iql_random_seed_20_20250507210302 - environment__MIN","iql_random_seed_20_20250507210302 - environment__MAX","cql_optimal_seed_20_20250507210258 - environment","cql_optimal_seed_20_20250507210258 - environment__MIN","cql_optimal_seed_20_20250507210258 - environment__MAX","iql_optimal_seed_20_20250507210255 - environment","iql_optimal_seed_20_20250507210255 - environment__MIN","iql_optimal_seed_20_20250507210255 - environment__MAX","cql_bau_seed_20_20250507210254 - environment","cql_bau_seed_20_20250507210254 - environment__MIN","cql_bau_seed_20_20250507210254 - environment__MAX","iql_bau_seed_20_20250507210252 - environment","iql_bau_seed_20_20250507210252 - environment__MIN","iql_bau_seed_20_20250507210252 - environment__MAX","bc_random_seed_20_20250507210050 - environment","bc_random_seed_20_20250507210050 - environment__MIN","bc_random_seed_20_20250507210050 - environment__MAX","bc_optimal_seed_20_20250507210048 - environment","bc_optimal_seed_20_20250507210048 - environment__MIN","bc_optimal_seed_20_20250507210048 - environment__MAX","bc_bau_seed_20_20250507210045 - environment","bc_bau_seed_20_20250507210045 - environment__MIN","bc_bau_seed_20_20250507210045 - environment__MAX","cql_random_seed_10_20250507151820 - environment","cql_random_seed_10_20250507151820 - environment__MIN","cql_random_seed_10_20250507151820 - environment__MAX","iql_random_seed_10_20250507151819 - environment","iql_random_seed_10_20250507151819 - environment__MIN","iql_random_seed_10_20250507151819 - environment__MAX","bc_random_seed_10_20250507151816 - environment","bc_random_seed_10_20250507151816 - environment__MIN","bc_random_seed_10_20250507151816 - environment__MAX","iql_optimal_seed_10_20250507151811 - environment","iql_optimal_seed_10_20250507151811 - environment__MIN","iql_optimal_seed_10_20250507151811 - environment__MAX","cql_optimal_seed_10_20250507151812 - environment","cql_optimal_seed_10_20250507151812 - environment__MIN","cql_optimal_seed_10_20250507151812 - environment__MAX","bc_optimal_seed_10_20250507151810 - environment","bc_optimal_seed_10_20250507151810 - environment__MIN","bc_optimal_seed_10_20250507151810 - environment__MAX","cql_bau_seed_10_20250507151807 - environment","cql_bau_seed_10_20250507151807 - environment__MIN","cql_bau_seed_10_20250507151807 - environment__MAX","iql_bau_seed_10_20250507151805 - environment","iql_bau_seed_10_20250507151805 - environment__MIN","iql_bau_seed_10_20250507151805 - environment__MAX","bc_bau_seed_10_20250507151802 - environment","bc_bau_seed_10_20250507151802 - environment__MIN","bc_bau_seed_10_20250507151802 - environment__MAX","bc_random_seed_0_20250507145647 - environment","bc_random_seed_0_20250507145647 - environment__MIN","bc_random_seed_0_20250507145647 - environment__MAX","bc_optimal_seed_0_20250507145643 - environment","bc_optimal_seed_0_20250507145643 - environment__MIN","bc_optimal_seed_0_20250507145643 - environment__MAX","bc_bau_seed_0_20250507145640 - environment","bc_bau_seed_0_20250507145640 - environment__MIN","bc_bau_seed_0_20250507145640 - environment__MAX","cql_random_seed_0_20250507145333 - environment","cql_random_seed_0_20250507145333 - environment__MIN","cql_random_seed_0_20250507145333 - environment__MAX","cql_optimal_seed_0_20250507145331 - environment","cql_optimal_seed_0_20250507145331 - environment__MIN","cql_optimal_seed_0_20250507145331 - environment__MAX","cql_bau_seed_0_20250507145327 - environment","cql_bau_seed_0_20250507145327 - environment__MIN","cql_bau_seed_0_20250507145327 - environment__MAX","iql_random_seed_0_20250507145017 - environment","iql_random_seed_0_20250507145017 - environment__MIN","iql_random_seed_0_20250507145017 - environment__MAX","iql_optimal_seed_0_20250507145013 - environment","iql_optimal_seed_0_20250507145013 - environment__MIN","iql_optimal_seed_0_20250507145013 - environment__MAX","iql_bau_seed_0_20250507145011 - environment","iql_bau_seed_0_20250507145011 - environment__MIN","iql_bau_seed_0_20250507145011 - environment__MAX"
"94000","-261934.47493148557","-261934.47493148557","-261934.47493148557","-397396.246491499","-397396.246491499","-397396.246491499","-228415.77767873864","-228415.77767873864","-228415.77767873864","-198183.2908032229","-198183.2908032229","-198183.2908032229","-277542.51918443636","-277542.51918443636","-277542.51918443636","-134260.30166876534","-134260.30166876534","-134260.30166876534","-154790.01717808898","-154790.01717808898","-154790.01717808898","-57177.16409751737","-57177.16409751737","-57177.16409751737","-51867.24634826732","-51867.24634826732","-51867.24634826732","-361367.69324216177","-361367.69324216177","-361367.69324216177","-388349.03554653504","-388349.03554653504","-388349.03554653504","-263405.2432315464","-263405.2432315464","-263405.2432315464","-212620.57527108764","-212620.57527108764","-212620.57527108764","-189357.79093645205","-189357.79093645205","-189357.79093645205","-55483.9998394801","-55483.9998394801","-55483.9998394801","-223559.52904219966","-223559.52904219966","-223559.52904219966","-146052.27740976276","-146052.27740976276","-146052.27740976276","-53812.73594753705","-53812.73594753705","-53812.73594753705","-277865.00562453415","-277865.00562453415","-277865.00562453415","-406550.46193893923","-406550.46193893923","-406550.46193893923","-221911.99043432952","-221911.99043432952","-221911.99043432952","-205535.4274621362","-205535.4274621362","-205535.4274621362","-250082.08706745977","-250082.08706745977","-250082.08706745977","-125342.87531620722","-125342.87531620722","-125342.87531620722","-163243.98977138195","-163243.98977138195","-163243.98977138195","-58840.08998732424","-58840.08998732424","-58840.08998732424","-48844.553595357655","-48844.553595357655","-48844.553595357655","-225007.5021018459","-225007.5021018459","-225007.5021018459","-117537.17684134236","-117537.17684134236","-117537.17684134236","-55947.66573884187","-55947.66573884187","-55947.66573884187","-343130.26137249713","-343130.26137249713","-343130.26137249713","-282018.87656730996","-282018.87656730996","-282018.87656730996","-151592.70067116024","-151592.70067116024","-151592.70067116024","-408639.19491374533","-408639.19491374533","-408639.19491374533","-201528.37884609296","-201528.37884609296","-201528.37884609296","-59807.44693588734","-59807.44693588734","-59807.44693588734"
"95000","-294794.3296113651","-294794.3296113651","-294794.3296113651","-413997.25038502837","-413997.25038502837","-413997.25038502837","-222604.7390424113","-222604.7390424113","-222604.7390424113","-208701.255142573","-208701.255142573","-208701.255142573","-285835.870912075","-285835.870912075","-285835.870912075","-112391.51735521159","-112391.51735521159","-112391.51735521159","-160442.80920772947","-160442.80920772947","-160442.80920772947","-62589.22264001599","-62589.22264001599","-62589.22264001599","-52951.70150789356","-52951.70150789356","-52951.70150789356","-321394.76062804","-321394.76062804","-321394.76062804","-401340.1781956962","-401340.1781956962","-401340.1781956962","-281132.4890608377","-281132.4890608377","-281132.4890608377","-210522.98696935858","-210522.98696935858","-210522.98696935858","-209731.29378382585","-209731.29378382585","-209731.29378382585","-56668.619882266015","-56668.619882266015","-56668.619882266015","-225563.13506689473","-225563.13506689473","-225563.13506689473","-110551.78440334677","-110551.78440334677","-110551.78440334677","-48276.72022223009","-48276.72022223009","-48276.72022223009","-281070.40589349496","-281070.40589349496","-281070.40589349496","-401665.60512136534","-401665.60512136534","-401665.60512136534","-216703.55410739977","-216703.55410739977","-216703.55410739977","-208706.27429293154","-208706.27429293154","-208706.27429293154","-263097.9451403449","-263097.9451403449","-263097.9451403449","-128442.35015872502","-128442.35015872502","-128442.35015872502","-144963.4275602861","-144963.4275602861","-144963.4275602861","-55121.96574085372","-55121.96574085372","-55121.96574085372","-49364.43580459602","-49364.43580459602","-49364.43580459602","-218527.58844236034","-218527.58844236034","-218527.58844236034","-114296.37524569508","-114296.37524569508","-114296.37524569508","-50249.798637546584","-50249.798637546584","-50249.798637546584","-287965.15414909454","-287965.15414909454","-287965.15414909454","-259845.30851676146","-259845.30851676146","-259845.30851676146","-151614.86355495255","-151614.86355495255","-151614.86355495255","-404333.5623666236","-404333.5623666236","-404333.5623666236","-184387.55977948927","-184387.55977948927","-184387.55977948927","-59583.81653913425","-59583.81653913425","-59583.81653913425"
"96000","-268568.69312377454","-268568.69312377454","-268568.69312377454","-423954.38785587746","-423954.38785587746","-423954.38785587746","-222883.92233759022","-222883.92233759022","-222883.92233759022","-208506.49205191262","-208506.49205191262","-208506.49205191262","-282318.2097850222","-282318.2097850222","-282318.2097850222","-149396.37104047884","-149396.37104047884","-149396.37104047884","-157826.18159213537","-157826.18159213537","-157826.18159213537","-57783.91650642045","-57783.91650642045","-57783.91650642045","-51186.30914122587","-51186.30914122587","-51186.30914122587","-324083.3792205992","-324083.3792205992","-324083.3792205992","-386290.3927276649","-386290.3927276649","-386290.3927276649","-285342.32417904964","-285342.32417904964","-285342.32417904964","-191389.56749837607","-191389.56749837607","-191389.56749837607","-187402.2611942187","-187402.2611942187","-187402.2611942187","-53017.59103852241","-53017.59103852241","-53017.59103852241","-219609.27565720174","-219609.27565720174","-219609.27565720174","-102185.60910821194","-102185.60910821194","-102185.60910821194","-53567.770530507165","-53567.770530507165","-53567.770530507165","-283579.2422787069","-283579.2422787069","-283579.2422787069","-390432.16529051063","-390432.16529051063","-390432.16529051063","-225504.9679742018","-225504.9679742018","-225504.9679742018","-190158.30163539646","-190158.30163539646","-190158.30163539646","-249970.41260644927","-249970.41260644927","-249970.41260644927","-108181.40795996581","-108181.40795996581","-108181.40795996581","-155652.9567733924","-155652.9567733924","-155652.9567733924","-58958.63690824589","-58958.63690824589","-58958.63690824589","-52362.935132110935","-52362.935132110935","-52362.935132110935","-221853.29600225316","-221853.29600225316","-221853.29600225316","-133845.54040715707","-133845.54040715707","-133845.54040715707","-50454.325479522944","-50454.325479522944","-50454.325479522944","-350072.0211906014","-350072.0211906014","-350072.0211906014","-272184.51146205567","-272184.51146205567","-272184.51146205567","-169184.86425721497","-169184.86425721497","-169184.86425721497","-420439.21921709296","-420439.21921709296","-420439.21921709296","-198390.5567538408","-198390.5567538408","-198390.5567538408","-60706.255871002824","-60706.255871002824","-60706.255871002824"
"97000","-335294.11924545263","-335294.11924545263","-335294.11924545263","-398207.61628867517","-398207.61628867517","-398207.61628867517","-224351.37161504908","-224351.37161504908","-224351.37161504908","-207272.49532025674","-207272.49532025674","-207272.49532025674","-269047.4901777791","-269047.4901777791","-269047.4901777791","-119618.39060281665","-119618.39060281665","-119618.39060281665","-147477.06046920634","-147477.06046920634","-147477.06046920634","-63137.87876998183","-63137.87876998183","-63137.87876998183","-51699.46452774012","-51699.46452774012","-51699.46452774012","-279396.59006190347","-279396.59006190347","-279396.59006190347","-386907.3617489618","-386907.3617489618","-386907.3617489618","-285924.28250562836","-285924.28250562836","-285924.28250562836","-211213.99587960908","-211213.99587960908","-211213.99587960908","-188082.11625830218","-188082.11625830218","-188082.11625830218","-55904.31548409204","-55904.31548409204","-55904.31548409204","-231279.40777033195","-231279.40777033195","-231279.40777033195","-144509.77524108332","-144509.77524108332","-144509.77524108332","-52412.90471479792","-52412.90471479792","-52412.90471479792","-271992.68484171963","-271992.68484171963","-271992.68484171963","-393528.308992982","-393528.308992982","-393528.308992982","-233272.01324383062","-233272.01324383062","-233272.01324383062","-197753.7185575081","-197753.7185575081","-197753.7185575081","-242778.00992268012","-242778.00992268012","-242778.00992268012","-118553.77257309081","-118553.77257309081","-118553.77257309081","-142122.263893968","-142122.263893968","-142122.263893968","-61814.005373765205","-61814.005373765205","-61814.005373765205","-55087.12361454548","-55087.12361454548","-55087.12361454548","-242061.4025038817","-242061.4025038817","-242061.4025038817","-133990.08016294902","-133990.08016294902","-133990.08016294902","-53034.747284773046","-53034.747284773046","-53034.747284773046","-273909.6273504057","-273909.6273504057","-273909.6273504057","-241544.9340386729","-241544.9340386729","-241544.9340386729","-158892.6527480009","-158892.6527480009","-158892.6527480009","-398674.24521125323","-398674.24521125323","-398674.24521125323","-202419.70362730898","-202419.70362730898","-202419.70362730898","-56436.26374140596","-56436.26374140596","-56436.26374140596"
"98000","-236833.4404487124","-236833.4404487124","-236833.4404487124","-391451.0072628219","-391451.0072628219","-391451.0072628219","-226615.61541493077","-226615.61541493077","-226615.61541493077","-210726.83865361183","-210726.83865361183","-210726.83865361183","-272072.6976344142","-272072.6976344142","-272072.6976344142","-123005.15556657486","-123005.15556657486","-123005.15556657486","-155665.2127884861","-155665.2127884861","-155665.2127884861","-57859.85283404858","-57859.85283404858","-57859.85283404858","-50139.097232931075","-50139.097232931075","-50139.097232931075","-364872.5338327597","-364872.5338327597","-364872.5338327597","-399237.4531902487","-399237.4531902487","-399237.4531902487","-280328.9025361122","-280328.9025361122","-280328.9025361122","-214350.0586287992","-214350.0586287992","-214350.0586287992","-193686.3054484081","-193686.3054484081","-193686.3054484081","-54057.34024026283","-54057.34024026283","-54057.34024026283","-229179.57368623393","-229179.57368623393","-229179.57368623393","-112479.09342727561","-112479.09342727561","-112479.09342727561","-48623.98957169722","-48623.98957169722","-48623.98957169722","-251262.89225624283","-251262.89225624283","-251262.89225624283","-382786.2476851549","-382786.2476851549","-382786.2476851549","-219639.51434157783","-219639.51434157783","-219639.51434157783","-206783.74545998083","-206783.74545998083","-206783.74545998083","-253305.6891530922","-253305.6891530922","-253305.6891530922","-124533.36098014368","-124533.36098014368","-124533.36098014368","-143427.773047519","-143427.773047519","-143427.773047519","-58149.13827949406","-58149.13827949406","-58149.13827949406","-49193.39390305463","-49193.39390305463","-49193.39390305463","-219374.06498940365","-219374.06498940365","-219374.06498940365","-137137.43827580448","-137137.43827580448","-137137.43827580448","-54584.872192147996","-54584.872192147996","-54584.872192147996","-300847.48373524204","-300847.48373524204","-300847.48373524204","-272771.3994188463","-272771.3994188463","-272771.3994188463","-173770.34224984737","-173770.34224984737","-173770.34224984737","-450438.4700508252","-450438.4700508252","-450438.4700508252","-217284.90572393115","-217284.90572393115","-217284.90572393115","-58621.891637983645","-58621.891637983645","-58621.891637983645"
"99000","-259688.29111958685","-259688.29111958685","-259688.29111958685","-383930.20674500853","-383930.20674500853","-383930.20674500853","-227492.09984651703","-227492.09984651703","-227492.09984651703","-195111.13480512096","-195111.13480512096","-195111.13480512096","-268829.9315307239","-268829.9315307239","-268829.9315307239","-124992.91679765336","-124992.91679765336","-124992.91679765336","-154371.80994296822","-154371.80994296822","-154371.80994296822","-57171.57777528423","-57171.57777528423","-57171.57777528423","-55039.75332296683","-55039.75332296683","-55039.75332296683","-319509.5276415939","-319509.5276415939","-319509.5276415939","-390326.06336299994","-390326.06336299994","-390326.06336299994","-274567.40777244035","-274567.40777244035","-274567.40777244035","-201098.54840439258","-201098.54840439258","-201098.54840439258","-182672.43127369328","-182672.43127369328","-182672.43127369328","-53266.847000339025","-53266.847000339025","-53266.847000339025","-238502.85672268737","-238502.85672268737","-238502.85672268737","-149322.62431538763","-149322.62431538763","-149322.62431538763","-50252.0579725289","-50252.0579725289","-50252.0579725289","-252001.4182935367","-252001.4182935367","-252001.4182935367","-391975.55031715817","-391975.55031715817","-391975.55031715817","-227366.95102699116","-227366.95102699116","-227366.95102699116","-197414.65017454064","-197414.65017454064","-197414.65017454064","-256370.35973883886","-256370.35973883886","-256370.35973883886","-135459.61456847604","-135459.61456847604","-135459.61456847604","-147528.47819465215","-147528.47819465215","-147528.47819465215","-62518.37009721358","-62518.37009721358","-62518.37009721358","-50112.141933721694","-50112.141933721694","-50112.141933721694","-234514.066457559","-234514.066457559","-234514.066457559","-125784.34853375358","-125784.34853375358","-125784.34853375358","-54059.09621234385","-54059.09621234385","-54059.09621234385","-290766.73266615934","-290766.73266615934","-290766.73266615934","-260303.5608653255","-260303.5608653255","-260303.5608653255","-156272.7207460851","-156272.7207460851","-156272.7207460851","-406630.4396144021","-406630.4396144021","-406630.4396144021","-197414.3135955687","-197414.3135955687","-197414.3135955687","-54924.29260982969","-54924.29260982969","-54924.29260982969"
"100000","-285671.7013633056","-285671.7013633056","-285671.7013633056","-412408.2227371715","-412408.2227371715","-412408.2227371715","-224216.2658139191","-224216.2658139191","-224216.2658139191","-222190.54316477058","-222190.54316477058","-222190.54316477058","-280050.7471694834","-280050.7471694834","-280050.7471694834","-135842.183133081","-135842.183133081","-135842.183133081","-148680.58229398142","-148680.58229398142","-148680.58229398142","-57862.14165571549","-57862.14165571549","-57862.14165571549","-52653.05978867958","-52653.05978867958","-52653.05978867958","-332026.89578494494","-332026.89578494494","-332026.89578494494","-385856.55858009093","-385856.55858009093","-385856.55858009093","-291910.6303887891","-291910.6303887891","-291910.6303887891","-200411.39264553392","-200411.39264553392","-200411.39264553392","-189932.52280180826","-189932.52280180826","-189932.52280180826","-55051.7904834453","-55051.7904834453","-55051.7904834453","-236710.85293975458","-236710.85293975458","-236710.85293975458","-130958.78055687039","-130958.78055687039","-130958.78055687039","-54798.03594937376","-54798.03594937376","-54798.03594937376","-274559.6668530041","-274559.6668530041","-274559.6668530041","-402363.807529402","-402363.807529402","-402363.807529402","-224601.43751662987","-224601.43751662987","-224601.43751662987","-198508.41322934732","-198508.41322934732","-198508.41322934732","-252302.07224597962","-252302.07224597962","-252302.07224597962","-150187.61424711102","-150187.61424711102","-150187.61424711102","-155438.66497888102","-155438.66497888102","-155438.66497888102","-63586.54559817267","-63586.54559817267","-63586.54559817267","-53331.89024595484","-53331.89024595484","-53331.89024595484","-222911.767722468","-222911.767722468","-222911.767722468","-123229.00454011081","-123229.00454011081","-123229.00454011081","-54611.03012366193","-54611.03012366193","-54611.03012366193","-271617.74000356125","-271617.74000356125","-271617.74000356125","-255676.67778611233","-255676.67778611233","-255676.67778611233","-156926.07216544123","-156926.07216544123","-156926.07216544123","-401605.3123633208","-401605.3123633208","-401605.3123633208","-201421.07530513068","-201421.07530513068","-201421.07530513068","-57231.01865422322","-57231.01865422322","-57231.01865422322"
"101000","-282652.5456300153","-282652.5456300153","-282652.5456300153","-410752.3614834979","-410752.3614834979","-410752.3614834979","-210120.50980246594","-210120.50980246594","-210120.50980246594","-208176.58844525894","-208176.58844525894","-208176.58844525894","-272121.0030751358","-272121.0030751358","-272121.0030751358","-133966.31283551254","-133966.31283551254","-133966.31283551254","-152463.90971494434","-152463.90971494434","-152463.90971494434","-59533.53852427323","-59533.53852427323","-59533.53852427323","-47830.79721990619","-47830.79721990619","-47830.79721990619","-294016.5138250838","-294016.5138250838","-294016.5138250838","-382431.12569956324","-382431.12569956324","-382431.12569956324","-272322.76454053546","-272322.76454053546","-272322.76454053546","-193532.5012470296","-193532.5012470296","-193532.5012470296","-196269.27063646846","-196269.27063646846","-196269.27063646846","-51105.942012895786","-51105.942012895786","-51105.942012895786","-230122.9964616444","-230122.9964616444","-230122.9964616444","-113448.85639609277","-113448.85639609277","-113448.85639609277","-49485.89887597461","-49485.89887597461","-49485.89887597461","-246507.30015357613","-246507.30015357613","-246507.30015357613","-396045.69345195976","-396045.69345195976","-396045.69345195976","-233844.52301833624","-233844.52301833624","-233844.52301833624","-205420.99806967904","-205420.99806967904","-205420.99806967904","-239646.17352501463","-239646.17352501463","-239646.17352501463","-142203.50958426352","-142203.50958426352","-142203.50958426352","-154087.73636757757","-154087.73636757757","-154087.73636757757","-57465.81004063133","-57465.81004063133","-57465.81004063133","-49853.56911059301","-49853.56911059301","-49853.56911059301","-221594.41484747594","-221594.41484747594","-221594.41484747594","-112625.0499527827","-112625.0499527827","-112625.0499527827","-54552.92613436606","-54552.92613436606","-54552.92613436606","-275743.7204074863","-275743.7204074863","-275743.7204074863","-254800.5712421839","-254800.5712421839","-254800.5712421839","-160476.75565157726","-160476.75565157726","-160476.75565157726","-405902.03895372304","-405902.03895372304","-405902.03895372304","-208204.19269981649","-208204.19269981649","-208204.19269981649","-60044.71041778173","-60044.71041778173","-60044.71041778173"
"102000","-285955.2212736232","-285955.2212736232","-285955.2212736232","-421135.6917268895","-421135.6917268895","-421135.6917268895","-230044.03861714952","-230044.03861714952","-230044.03861714952","-223253.96384638103","-223253.96384638103","-223253.96384638103","-271711.33476892015","-271711.33476892015","-271711.33476892015","-128644.35655052167","-128644.35655052167","-128644.35655052167","-168194.60627623415","-168194.60627623415","-168194.60627623415","-57155.55646191786","-57155.55646191786","-57155.55646191786","-50034.6351432864","-50034.6351432864","-50034.6351432864","-303213.76296141755","-303213.76296141755","-303213.76296141755","-407323.170097158","-407323.170097158","-407323.170097158","-282217.9070622177","-282217.9070622177","-282217.9070622177","-216043.59860774642","-216043.59860774642","-216043.59860774642","-191565.33846513196","-191565.33846513196","-191565.33846513196","-52386.31206462074","-52386.31206462074","-52386.31206462074","-221857.2395536621","-221857.2395536621","-221857.2395536621","-129922.06493306234","-129922.06493306234","-129922.06493306234","-51372.03315151217","-51372.03315151217","-51372.03315151217","-266882.2466593544","-266882.2466593544","-266882.2466593544","-400043.7346221229","-400043.7346221229","-400043.7346221229","-231752.2075415482","-231752.2075415482","-231752.2075415482","-200327.46750960423","-200327.46750960423","-200327.46750960423","-247998.54893015223","-247998.54893015223","-247998.54893015223","-123549.71662028649","-123549.71662028649","-123549.71662028649","-146466.49062602114","-146466.49062602114","-146466.49062602114","-61546.18622488978","-61546.18622488978","-61546.18622488978","-51720.7832545758","-51720.7832545758","-51720.7832545758","-226998.21319715428","-226998.21319715428","-226998.21319715428","-125772.85955421267","-125772.85955421267","-125772.85955421267","-54358.68838029107","-54358.68838029107","-54358.68838029107","-262362.2845278665","-262362.2845278665","-262362.2845278665","-258954.6269295795","-258954.6269295795","-258954.6269295795","-149347.79200440028","-149347.79200440028","-149347.79200440028","-411207.5862554564","-411207.5862554564","-411207.5862554564","-207942.26339817146","-207942.26339817146","-207942.26339817146","-53990.11075118117","-53990.11075118117","-53990.11075118117"
"103000","-251078.75667422116","-251078.75667422116","-251078.75667422116","-385831.6025668705","-385831.6025668705","-385831.6025668705","-235478.36073677288","-235478.36073677288","-235478.36073677288","-200517.29693031198","-200517.29693031198","-200517.29693031198","-281906.77206046745","-281906.77206046745","-281906.77206046745","-116847.47232640864","-116847.47232640864","-116847.47232640864","-150999.98624680383","-150999.98624680383","-150999.98624680383","-57886.54216845485","-57886.54216845485","-57886.54216845485","-49658.254103247826","-49658.254103247826","-49658.254103247826","-333826.818771244","-333826.818771244","-333826.818771244","-386343.56701581733","-386343.56701581733","-386343.56701581733","-278224.7366390243","-278224.7366390243","-278224.7366390243","-202373.41491967035","-202373.41491967035","-202373.41491967035","-198379.77746705784","-198379.77746705784","-198379.77746705784","-57070.49849188524","-57070.49849188524","-57070.49849188524","-220443.30567831694","-220443.30567831694","-220443.30567831694","-126668.4614227895","-126668.4614227895","-126668.4614227895","-50110.74467339674","-50110.74467339674","-50110.74467339674","-257526.04952301303","-257526.04952301303","-257526.04952301303","-413414.1727023302","-413414.1727023302","-413414.1727023302","-223789.29610560078","-223789.29610560078","-223789.29610560078","-210972.75004110456","-210972.75004110456","-210972.75004110456","-278438.40787959425","-278438.40787959425","-278438.40787959425","-119104.05462567152","-119104.05462567152","-119104.05462567152","-147986.65625794977","-147986.65625794977","-147986.65625794977","-60625.87979657585","-60625.87979657585","-60625.87979657585","-51610.61245831638","-51610.61245831638","-51610.61245831638","-214618.13263588946","-214618.13263588946","-214618.13263588946","-125047.9717659157","-125047.9717659157","-125047.9717659157","-53026.22809787673","-53026.22809787673","-53026.22809787673","-261796.76526859088","-261796.76526859088","-261796.76526859088","-265515.69985131914","-265515.69985131914","-265515.69985131914","-156423.7368480576","-156423.7368480576","-156423.7368480576","-419986.161546546","-419986.161546546","-419986.161546546","-209665.9016006174","-209665.9016006174","-209665.9016006174","-57802.96357704581","-57802.96357704581","-57802.96357704581"
"104000","-229776.91501111086","-229776.91501111086","-229776.91501111086","-396547.3792976187","-396547.3792976187","-396547.3792976187","-238346.93354690258","-238346.93354690258","-238346.93354690258","-188298.87326814176","-188298.87326814176","-188298.87326814176","-263162.94208215625","-263162.94208215625","-263162.94208215625","-143534.77356540423","-143534.77356540423","-143534.77356540423","-159619.37320722212","-159619.37320722212","-159619.37320722212","-59159.8990334264","-59159.8990334264","-59159.8990334264","-50379.16474656991","-50379.16474656991","-50379.16474656991","-280353.86165100883","-280353.86165100883","-280353.86165100883","-389548.05004222307","-389548.05004222307","-389548.05004222307","-284193.77135341597","-284193.77135341597","-284193.77135341597","-201142.7954882004","-201142.7954882004","-201142.7954882004","-212265.3150766355","-212265.3150766355","-212265.3150766355","-53018.53148196893","-53018.53148196893","-53018.53148196893","-236973.36706719783","-236973.36706719783","-236973.36706719783","-132468.10529640873","-132468.10529640873","-132468.10529640873","-56434.37509870113","-56434.37509870113","-56434.37509870113","-276794.7106110894","-276794.7106110894","-276794.7106110894","-398382.9380825577","-398382.9380825577","-398382.9380825577","-231267.36436017542","-231267.36436017542","-231267.36436017542","-181339.92841336393","-181339.92841336393","-181339.92841336393","-238674.41035616523","-238674.41035616523","-238674.41035616523","-144481.59934039213","-144481.59934039213","-144481.59934039213","-146864.48583395578","-146864.48583395578","-146864.48583395578","-61869.25983809314","-61869.25983809314","-61869.25983809314","-50831.45150435112","-50831.45150435112","-50831.45150435112","-227423.65977832244","-227423.65977832244","-227423.65977832244","-115754.95482924397","-115754.95482924397","-115754.95482924397","-50904.236539666854","-50904.236539666854","-50904.236539666854","-267817.48230386496","-267817.48230386496","-267817.48230386496","-275284.86264404276","-275284.86264404276","-275284.86264404276","-160770.1345545477","-160770.1345545477","-160770.1345545477","-421918.4338160924","-421918.4338160924","-421918.4338160924","-221546.3115026605","-221546.3115026605","-221546.3115026605","-57158.11063659301","-57158.11063659301","-57158.11063659301"
